,Unnamed: 0,amr,Min_dist,text
683,729,"(c / contribute-01
   :ARG1 (a1 / allow-01
             :ARG2 (p1 / person-01
                       :name (n / name
                                :op1 ""Mike""
                                :op2 ""Pence""))
             :ARG1 (a2 / abort-01
                       :ARG1 (p2 / person
                                 :ARG3-of (v / victimize-01
                                             :ARG4 (r / rape-01)))))
   :ARG1 (w / woman
            :ARG1-of (t / try-01
                        :ARG3 (g / get-04
                                 :ARG1 w
                                 :ARG2 (r2 / rape-01)))))",0.4965462477185179,Allowing Mike Penelope to have an abortion for a rape victim is a contribution to women trying to get raped.
684,730,"(t / try-01
   :ARG0 (w / woman
            :ARG1-of (l / lead-01
                        :ARG1 (a / allow-01
                                 :ARG1 (s / soul-01
                                          :name (n / name
                                                   :op1 ""Mike""
                                                   :op2 ""Pence""))
                                 :ARG0 (a1 / abort-01
                                           :ARG0 (p / person-01
                                                    :ARG1-of (v / victimize-01
                                                                :ARG0 (r / rape-01)))))))
   :ARG1 (g / get-04
            :ARG1 w
            :ARG2 (r2 / rape-01)))",0.4711918780605994,A woman who led Mike Penne to allow his soul to have an abortion with a rape victim is trying to get raped.
685,731,"(c / contribute-01
   :ARG4 (a1 / allow-01
             :ARG3 (p1 / person-01
                       :name (n / name
                                :op1 ""Mike""
                                :op2 ""Pence""))
             :ARG1 (a2 / abort-01
                       :ARG0 (p2 / person
                                 :ARG1-of (v / victimize-01
                                             :ARG0 (r / rape-01)))))
   :ARG1 (w / woman
            :ARG0-of (t / try-01
                        :ARG1 (g / get-04
                                 :ARG1 w
                                 :ARG2 (r2 / rape-01)))))",0.8100405601690537,Allowing rape victims to have abortions was a contribution to women trying to get raped by Mike Penne.
686,732,"(t / try-01
   :ARG0 (a / adult_female-01
            :ARG1-of (l1 / lede-01
                         :ARG3 (a2 / allow-01
                                   :ARG3 (p / person
                                            :name (n / name
                                                     :op1 ""Mike""
                                                     :op2 ""Pence""))
                                   :ARG2 (a1 / abort-01
                                             :ARG0 (p1 / person-01
                                                       :ARG4-of (g1 / gyp-01
                                                                    :ARG1 (r / rape-01)))))))
   :ARG1 (g / get-04
            :ARG1 a
            :ARG2 (r2 / rape-01)))",0.5605655066845541,The adult female who led Mike Pence to be allowed to have an abortion with a rapist gypsies is trying to get raped.
687,733,"(t / try-01
   :ARG3 (w / woman
            :ARG3-of (l / lead-03
                        :ARG4 (a / allow-01
                                 :ARG3 (p / person
                                          :name (n / name
                                                   :op1 ""Mike""
                                                   :op2 ""Pence""))
                                 :ARG3 (a2 / abort-01
                                           :ARG1 (p2 / person
                                                     :ARG2-of (v / victimize-01
                                                                 :ARG1 (r / rape-01)))))))
   :ARG0 (g / get-04
            :ARG4 w
            :ARG2 (r2 / rape-01)))",0.5416743762277972,The woman who led Mike Pence to allow the abortion of a rape victim was tried for getting raped.
688,734,"(t / try-01
   :ARG0 (w / woman
            :ARG1-of (l / lead-03
                        :ARG3 (a / allow-01
                                 :ARG3 (p / person
                                          :name (n / name
                                                   :op1 ""Mike""
                                                   :op2 ""Pence""))
                                 :ARG2 (a2 / abort-01
                                           :ARG0 (p1 / person-01
                                                     :ARG4-of (n1 / nobble-01
                                                                  :ARG1 (r / rape-01)))))))
   :ARG1 (g / get-04
            :ARG1 w
            :ARG2 (r2 / rape-01)))",0.8374486057930283,A woman who led Mike Pence to be allowed to have an abortion by a rapist nobility is trying to get raped.
689,735,"(l / lead-03
   :ARG3 (a / allow-01
            :ARG3 (p / person
                     :name (n / name
                              :op1 ""Mike""
                              :op2 ""Pence""))
            :ARG2 (a2 / abort-01
                      :ARG0 (p2 / person
                                :ARG4-of (v / victimize-01
                                            :ARG1 (r / rape-01)))))
   :ARG1 (w / woman
            :ARG0-of (t / try-01
                        :ARG1 (g / get-04
                                 :ARG1 w
                                 :ARG2 (r2 / rape-01)))))",1.0,Mike Penne's allowing rape victims to have abortions led to a woman trying to get raped.
690,736,"(r1 / run-01
    :ARG2 (a1 / appropriate-01
              :ARG1 (s / somebody-01
                       :name (n / name
                                :op1 ""Mike""
                                :op2 ""Pence""))
              :ARG2 (a2 / abort-01
                        :ARG3 (p2 / person
                                  :ARG1-of (v / victimize-01
                                              :ARG3 (r / rape-01)))))
    :ARG1 (w / woman
             :ARG2-of (t / try-01
                         :ARG1 (g / get-04
                                  :ARG1 w
                                  :ARG2 (r2 / rape-01)))))",0.4970125556384485,"Running from a woman trying to get raped, Mike Penne was appropriated for aborting a rape victim."
691,737,"(l / lead-03
   :ARG3 (a / allow-01
            :ARG4 (p / person
                     :name (n / name
                              :op1 ""Mike""
                              :op2 ""Pence""))
            :ARG2 (a2 / abort-01
                      :ARG3 (p2 / person
                                :ARG1-of (v / victimize-01
                                            :ARG3 (r / rape-01)))))
   :ARG1 (w / woman
            :ARG2-of (t / try-01
                        :ARG1 (g / get-04
                                 :ARG1 w
                                 :ARG2 (r2 / rape-01)))))",0.8100405601690537,The fact that Mike Pence was allowed to have an abortion for a rape victim led to a woman trying to get raped.
692,738,"(l1 / lead-01
    :ARG2 (t1 / tolerate-01
              :ARG1 (p1 / person-01
                        :name (n / name
                                 :op1 ""Mike""
                                 :op2 ""Pence""))
              :ARG2 (a / abort-01
                       :ARG3 (m / mortal-01
                                :ARG1-of (v / victimize-01
                                            :ARG3 (r / rape-01)))))
    :ARG1 (w / woman
             :ARG2-of (t / try-01
                         :ARG1 (g / get-04
                                  :ARG1 w
                                  :ARG2 (r2 / rape-01)))))",0.4428699082864238,Tolerance of Mike Penne's abortion of a rape mortal victim led to a woman trying to get raped.
693,739,"(v / victimize-01
   :ARG1 (p2 / person
             :ARG3-of (a2 / abort-01
                          :ARG2-of (p1 / permit-01
                                       :ARG1-of (l1 / lead-01
                                                    :ARG1 (w / woman
                                                             :ARG2-of (t / try-01
                                                                         :ARG1 (g / get-04
                                                                                  :ARG1 w
                                                                                  :ARG2 (r2 / rape-01)))))
                                       :ARG4 (p / person
                                                :name (n / name
                                                         :op1 ""Mike""
                                                         :op2 ""Pence"")))))
   :ARG3 (r / rape-01))",0.6709121258197487,Victim of rape: Abortions that lead to the perdition of a woman trying to get raped by Mike Pence.
694,740,"(o / own-01
   :ARG0 (s / soul-01
            :ARG1-of (f / forebode-01
                        :ARG2 (p3 / person
                                  :mod (r / religious-group
                                          :name (n / name
                                                   :op1 ""Christian"")))
                        :ARG4-of (p / potential-01
                                    :time (a / anymore)
                                    :polarity -)
                        :ARG2 s))
   :ARG1 (g / gun))",0.4423602217080654,The gun is owned by a soul that is foreboding to Christians and has no potential anymore.
695,741,"(o / own-01
   :ARG0 (p2 / person
             :ARG1-of (y / yell-01
                         :ARG2 (p3 / person
                                   :mod (r / religious-group
                                           :name (n / name
                                                    :op1 ""Christian"")))
                         :ARG4-of (p / possible-01
                                     :time (a / anymore)
                                     :polarity -)
                         :ARG2 p2))
   :ARG1 (g / gun))",0.5740213259579796,The people who yell at the Christians can't anymore own guns.
696,742,"(a1 / ain-01
    :ARG0 (p4 / person-01
              :ARG1-of (c / call-01
                          :ARG2 (p3 / person
                                    :mod (r / religious-group
                                            :name (n / name
                                                     :op1 ""Christian"")))
                          :ARG4-of (p / possible-01
                                      :time (a / anymore)
                                      :polarity -)
                          :ARG2 p4))
    :ARG1 (g / gun))",0.7010042956699617,The people who aren't anymore able to be called Christians ain't guns.
697,743,"(o / own-01
   :ARG0 (p2 / person
             :ARG1-of (c / call-01
                         :ARG2 (p3 / person
                                   :mod (r / religious-group
                                           :name (n / name
                                                    :op1 ""Christian"")))
                         :ARG4-of (p / possible-01
                                     :time (a / anymore)
                                     :polarity -)
                         :ARG2 p2))
   :ARG1 (g / gun))",1.0,The people who call themselves Christians can't anymore own guns.
698,744,"(o / own-01
   :ARG2 (p2 / person
             :ARG0-of (c / call-01
                         :ARG2 (p3 / person
                                   :mod (r / religious-group
                                           :name (n / name
                                                    :op1 ""Christian"")))
                         :ARG0-of (p1 / possible-01
                                      :time (a / anymore)
                                      :polarity -)
                         :ARG0 p2))
   :ARG4 (g / gun))",0.6805696354972038,The gun is owned by people who call themselves Christians and can't anymore.
701,747,"(p / possible-01
   :polarity -
   :ARG1 (r1 / ring-01
             :ARG0 (p4 / person-01
                       :ARG0-of (o / own-01
                                   :ARG1 (g / gun)))
             :ARG1 p4
             :ARG2 (p3 / person
                       :mod (r / religious-group
                               :name (n / name
                                        :op1 ""Christian""))))
   :time (a / anymore))",0.5263541363389438,Gun owners can't ring Christians anymore.
702,748,"(o1 / own-01
    :ARG0 (i / individual-01
             :ARG1-of (c1 / call-01
                          :ARG2 (p3 / person
                                    :mod (r / religious-group
                                            :name (n / name
                                                     :op1 ""Christian"")))
                          :ARG1-of (p / possible-01
                                      :time (a / anymore)
                                      :polarity -)
                          :ARG0 i))
    :ARG1 (g / gun))",0.75930379165267,An individual who can't anymore be called a Christian owns a gun.
703,749,"(p / possible-01
   :polarity -
   :ARG2 (f / forecast-01
            :ARG2 (m / mortal-01
                     :ARG0-of (h / have-01
                                 :ARG1 (g / gun)))
            :ARG1 m
            :ARG2 (p3 / person
                      :mod (r / religious-group
                              :name (n / name
                                       :op1 ""Christian""))))
   :time (a / anymore))",0.5740213259579796,Gun-hating mortals aren't forecastable to be Christians anymore.
704,752,"(p / possible-01
   :polarity -
   :ARG3 (a1 / anticipate-01
             :ARG0 (m1 / mortal-01
                       :ARG0-of (h1 / have-01
                                    :ARG1 (g / gun)))
             :ARG1 m1
             :ARG2 (p3 / person
                       :mod (r / religious-group
                               :name (n / name
                                        :op1 ""Christian""))))
   :time (a / anymore))",0.5740213259579796,A mortal with a gun can't anticipate being a Christian anymore.
705,753,"(p / possible-01
   :polarity -
   :ARG1 (b / bode-01
            :ARG0 (d / deadly-01
                     :ARG0-of (h1 / have-01
                                  :ARG1 (g / gun)))
            :ARG1 d
            :ARG2 (p3 / person
                      :mod (r / religious-group
                              :name (n / name
                                       :op1 ""Christian""))))
   :time (a / anymore))",0.5263541363389438,The deadlyness of having a gun can't bode well for Christians anymore.
707,755,"(o / own-01
   :ARG4 (p2 / person
             :ARG3-of (c / call-01
                         :ARG2 (p3 / person
                                   :mod (r / religious-group
                                           :name (n / name
                                                    :op1 ""Christian"")))
                         :ARG3-of (p / possible-01
                                     :time (a / anymore)
                                     :polarity -)
                         :ARG0 p2))
   :ARG4 (g / gun))",1.0,The gun is owned by people who can't anymore be called Christians.
709,757,"(o / own-01
   :ARG4 (p2 / person
             :ARG3-of (c / call-01
                         :ARG2 (p3 / person
                                   :mod (r / religious-group
                                           :name (n / name
                                                    :op1 ""Christian"")))
                         :ARG3-of (p / possible-01
                                     :time (a / anymore)
                                     :polarity -)
                         :ARG3 p2))
   :ARG4 (g / gun))",0.910791125342089,The gun is owned by people who can't be called Christians anymore.
711,759,"(s / someone-01
   :name (n / name
            :op1 ""Neon""
            :op2 ""Nettle""))",0.4951198259460252,Someone named NeoNettle.
713,765,"(s / somebody-01
   :name (n / name
            :op1 ""Neon""
            :op2 ""Nettle""))",0.4951198259460252,somebody named NeoNettle.
714,775,"(s / soul-01
   :name (n / name
            :op1 ""Neon""
            :op2 ""Nettle""))",0.4951198259460252,"a href=""http://www.neonnetle.com/research/neon-nettle/"">Neon Nettle Soul/a>"
716,785,"(c2 / cause-01
    :ARG2 (f / fire-02
             :ARG1 (p / person
                      :ARG4-of (h / have-org-role-91
                                  :ARG3 (c / county
                                           :name (n / name
                                                    :op1 ""Broward""
                                                    :op2 ""County""))
                                  :ARG1 (s / sheriff))))
    :ARG0 (l / lie-08
             :ARG0 p
             :ARG3 (p2 / parkland)))",0.8796680497979746,The Broward County Sheriff was fired for lying in the parkland.
717,786,"(h / have-org-role-91
   :ARG3 (p / person
            :ARG0-of (l / lie-08
                        :ARG3 (p2 / parkland))
            :ARG2-of (f / fire-02
                        :ARG2-of (c2 / cause-01
                                     :ARG0 l)))
   :ARG3 (c / county
            :name (n / name
                     :op1 ""Broward""
                     :op2 ""County""))
   :ARG1 (s / sheriff))",0.910791125342089,The parkland liar who got in fire was a Broward County sheriff.
718,787,"(h / have-org-role-91
   :ARG2 (p / person
            :ARG0-of (l / lie-08
                        :ARG3 (p2 / parkland))
            :ARG0-of (r / raise-01
                        :ARG0-of (c2 / cause-01
                                     :ARG0 l)))
   :ARG1 (c / county
            :name (n / name
                     :op1 ""Broward""
                     :op2 ""County""))
   :ARG1 (s / sheriff))",0.7265712784108762,Broward County Sheriff is the one who lies on parkland and raises it.
719,788,"(c2 / cause-01
    :ARG1 (f / fire-02
             :ARG0 (p / person
                      :ARG1-of (h / have-org-role-91
                                  :ARG0 (c / county
                                           :name (n / name
                                                    :op1 ""Broward""
                                                    :op2 ""County""))
                                  :ARG4 (s / sheriff))))
    :ARG2 (l / lie-08
             :ARG2 p
             :ARG3 (p2 / parkland)))",0.4929455885904862,The Broward County sheriff fired for lying in the parkland.
721,790,"(h / have-org-role-91
   :ARG1 (p / person
            :ARG0-of (l / lie-08
                        :ARG3 (p2 / parkland))
            :ARG4-of (f / fire-02
                        :ARG1-of (c2 / cause-01
                                     :ARG0 l)))
   :ARG2 (c / county
            :name (n / name
                     :op1 ""Broward""
                     :op2 ""County""))
   :ARG2 (s / sheriff))",1.0,The parkland liar who got fired was a Broward County sheriff.
723,793,"(c2 / cause-01
    :ARG4 (f1 / fire-01
              :ARG1 (i / individual-01
                       :ARG2-of (h / have-org-role-91
                                   :ARG3 (c / county
                                            :name (n / name
                                                     :op1 ""Broward""
                                                     :op2 ""County""))
                                   :ARG0 (s / sheriff))))
    :ARG0 (l / lie-08
             :ARG0 i
             :ARG3 (p2 / parkland)))",0.6041559656984207,So a Broward County Sheriff's individual was fired for lying about the parkland.
726,796,"(f / fire-02
   :ARG4 (p / person
            :ARG0-of (h / have-org-role-91
                        :ARG0 (c / county
                                 :name (n / name
                                          :op1 ""Broward""
                                          :op2 ""County""))
                        :ARG4 (s / sheriff)))
   :ARG4-of (c2 / cause-01
                :ARG2 (l / lie-08
                         :ARG1 p
                         :ARG3 (p2 / parkland))))",0.5306147138540345,Broward County Sheriff Fired for lying in parkland
727,797,"(t / tell-01
   :ARG1 (h / have-degree-91
            :ARG1 (c / choke-01
                     :ARG4 (p2 / patient
                               :mod (d2 / disease
                                        :name (n / name
                                                 :op1 ""Tom""
                                                 :op2 ""Price"")
                                        :op1 ""cancer"")))
            :ARG4-of (q1 / quick-01))
   :ARG0 (s / secure-01
            :ARG1 c
            :ARG2 (b / budget
                     :poss (w / we)))
   :ARG3 (m / more)
   :ARG4 (p / person
            :name n))",0.5016786751330874,More telling to you than not that securing it in our budget will quickly choke up Tom Price cancer patients.
728,798,"(s1 / say-01
    :ARG0 (h / have-degree-91
             :ARG1 (d1 / die-01
                       :ARG4 (a / affected_role-01
                                :mod (d2 / disease
                                         :name (n / name
                                                  :op1 ""Tom""
                                                  :op2 ""Price"")
                                         :op1 ""cancer"")))
             :ARG0-of (w1 / warm-01))
    :ARG1 (g1 / good-01
              :ARG1 d1
              :ARG0 (b / budget
                       :poss (w / we)))
    :ARG3 (m / more)
    :ARG4 (p / person
             :name n))",0.5276789901263169,"""The Tom Price cancer death is warming up, so our budget is better for it than you."""
729,799,"(s / say-01
   :ARG2 (h / have-degree-91
            :ARG1 (d / die-01
                     :ARG4 (p2 / patient
                               :mod (d2 / disease
                                        :name (n / name
                                                 :op1 ""Tom""
                                                 :op2 ""Price"")
                                        :op1 ""cancer"")))
            :ARG4-of (q / quick-02))
   :ARG0 (g / good-02
            :ARG1 d
            :ARG0 (b / budget
                     :poss (w / we)))
   :ARG3 (m / more)
   :ARG4 (p / person
            :name n))",1.0,"Our budget is going to be better for Tom Price cancer patients, so it's a quicker death than you."
730,800,"(q / quick-02
   :ARG4 (h / have-degree-91
            :ARG2-of (s / say-01
                        :ARG0 (g / good-02
                                 :ARG1 (d / die-01
                                          :ARG4 (p2 / patient
                                                    :mod (d2 / disease
                                                             :name (n / name
                                                                      :op1 ""Tom""
                                                                      :op2 ""Price"")
                                                             :op1 ""cancer"")))
                                 :ARG0 (b / budget
                                          :poss (w / we)))
                        :ARG3 (m / more)
                        :ARG4 (p / person
                                 :name n))
            :ARG1 d))",1.0,"Quick, death of Tom Price cancer patient is better for our budget than it is for us."
731,801,"(s / say-01
   :ARG2 (h / have-degree-91
            :ARG2 (d / die-01
                     :ARG3 (p2 / patient
                               :mod (d2 / disease
                                        :name (n / name
                                                 :op1 ""Tom""
                                                 :op2 ""Price"")
                                        :op1 ""cancer"")))
            :ARG0-of (f / flying-01))
   :ARG0 (g / good-02
            :ARG4 d
            :ARG2 (b / budget
                     :poss (w / we)))
   :ARG3 (m / more)
   :ARG1 (p / person
            :name n))",0.93406162377259,"The Tom Price cancer patient's death was flying, better for our budget, than you."
732,802,"(q / quick-02
   :ARG0 (h / have-degree-91
            :ARG2-of (s / say-01
                        :ARG2 (g / good-02
                                 :ARG0 (d / die-01
                                          :ARG1 (p2 / patient
                                                    :mod (d2 / disease
                                                             :name (n / name
                                                                      :op1 ""Tom""
                                                                      :op2 ""Price"")
                                                             :op1 ""cancer"")))
                                 :ARG0 (b / budget
                                          :poss (w / we)))
                        :ARG3 (m / more)
                        :ARG1 (p / person
                                 :name n))
            :ARG2 d))",0.7644368989574531,It's quick to say that the death of a Tom Price cancer patient is better for our budget than it is for ourselves.
733,803,"(s1 / say-01
    :ARG2 (h / have-degree-91
             :ARG2 (d1 / die-01
                       :ARG3 (p1 / patient-01
                                 :mod (d2 / disease
                                          :name (n / name
                                                   :op1 ""Tom""
                                                   :op2 ""Price"")
                                          :op1 ""cancer"")))
             :ARG0-of (q1 / quickly-01))
    :ARG0 (a / adept-01
             :ARG4 d1
             :ARG2 (b / budget
                      :poss (w / we)))
    :ARG3 (m / more)
    :ARG1 (p / person
             :name n))",0.5812880546052023,"The Tom Price cancer patient is rapidly dying, adept at our budget,'' you said."
734,804,"(q / quick-02
   :ARG1 (h / have-degree-91
            :ARG3-of (s / say-01
                        :ARG2 (g / good-02
                                 :ARG0 (d / die-01
                                          :ARG0 (p2 / patient
                                                    :mod (d2 / disease
                                                             :name (n / name
                                                                      :op1 ""Tom""
                                                                      :op2 ""Price"")
                                                             :op1 ""cancer"")))
                                 :ARG4 (b / budget
                                          :poss (w / we)))
                        :ARG3 (m / more)
                        :ARG1 (p / person
                                 :name n))
            :ARG2 d))",0.6608497214063725,It's quick to say that a Tom Price cancer patient's death is better for our budget than his.
735,805,"(h / hold-01
   :ARG0 (s1 / somebody-01
             :ARG0-of (a1 / accuse-01)
             :ARG0-of (b / break-01
                         :ARG1 (o1 / organization-01
                                   :name (n / name
                                            :op1 ""Greitens""))))
   :ARG1 (p2 / possible-01
             :ARG1 (d / dream-01
                      :ARG1 (s / session
                               :mod (p3 / photograph-01)))))",1.0,Someone who accused and broke the Greitens holds the possibility of a dream photo session.
736,806,"(h / hold-01
   :ARG3 (s1 / somebody-01
             :ARG0-of (a1 / accuse-01)
             :ARG0-of (b1 / break-01
                          :ARG1 (o1 / organization-01
                                    :name (n / name
                                             :op1 ""Greitens""))))
   :ARG2 (p2 / possible-01
             :ARG4 (d / dream-01
                      :ARG1 (s / session
                               :mod (p3 / photograph-01)))))",0.7472291028764526,Someone accused of breaking the Greitens is held in a dream of a photo session.
738,809,"(t / take-01
   :ARG0 (p / person-01
            :ARG0-of (i / impeach-01)
            :ARG0-of (d1 / deflower-01
                         :ARG1 (o1 / organization-01
                                   :name (n / name
                                            :op1 ""Greitens""))))
   :ARG1 (p2 / possible-01
             :ARG1 (d / dream-01
                      :ARG1 (s / session
                               :mod (p3 / photograph-01)))))",0.7314917770902901,The impeached Greitens deflower took the possibility of a dream photo session.
739,810,"(t1 / take-01
    :ARG0 (s2 / somebody-01
              :ARG1-of (i / impeach-01)
              :ARG2-of (r1 / ruin-01
                           :ARG0 (o1 / organization-01
                                     :name (n / name
                                              :op1 ""Greitens""))))
    :ARG0 (p2 / possible-01
              :ARG4 (d / dream-01
                       :ARG1 (s / session
                                :mod (p3 / photograph-01)))))",0.5825866096957609,Someone impeached and ruined by the Greitens took the possibility of a photographic session as a dream.
740,811,"(i / impeach-01
   :ARG0 (s2 / someone-01
             :ARG0-of (r1 / ruination-01
                          :ARG1 (o1 / organization-01
                                    :name (n / name
                                             :op1 ""Greitens"")))
             :ARG0-of (t / take-01
                         :ARG1 (p2 / possible-01
                                   :ARG1 (d / dream-01
                                            :ARG1 (s / session
                                                     :mod (p3 / photograph-01)))))))",0.7314917770902901,Someone who has ruined the Greitens and taken the possibility of a photographic session as a dream has been impeached.
741,812,"(t / take-01
   :ARG0 (s1 / somebody-01
             :ARG0-of (i / impeach-01)
             :ARG0-of (r1 / ruin-01
                          :ARG1 (o1 / organization-01
                                    :name (n / name
                                             :op1 ""Greitens""))))
   :ARG1 (p2 / possible-01
             :ARG1 (d / dream-01
                      :ARG1 (s / session
                               :mod (p3 / photograph-01)))))",1.0,Someone who impeached and ruined the Greitens took the possibility of a dream photo session.
742,813,"(i / include-01
   :ARG4 (s2 / soul-01
             :ARG0-of (c / charge-01)
             :ARG1-of (p / prisonbreak-01
                         :ARG1 (o1 / organization-01
                                   :name (n / name
                                            :op1 ""Greitens""))))
   :ARG2 (p2 / possible-01
             :ARG1 (d / dream-01
                      :ARG1 (s / session
                               :mod (p3 / photograph-01)))))",0.6000792493455369,The dream of a photographic session is one of the souls charged with prisonbreaking the Greitens.
744,815,"(i / include-01
   :ARG2 (s1 / soul-01
             :ARG1-of (c / criminate-01)
             :ARG2-of (b / break-18
                         :ARG2 (o / organization
                                  :name (n / name
                                           :op1 ""Greitens""))))
   :ARG2 (p2 / possible-01
             :ARG1 (d / dream-01
                      :ARG1 (s / session
                               :mod (p3 / photograph-01)))))",0.7977364493291251,The dream of a photographic session includes the criminal souls that broke into the Greitens.
745,816,"(b / break-18
   :ARG0 (s1 / soul-01
             :ARG3-of (i / include-01
                         :ARG0 (p2 / possible-01
                                   :ARG1 (d / dream-01
                                            :ARG1 (s / session
                                                     :mod (p3 / photograph-01)))))
             :ARG0-of (a1 / accuse-01))
   :ARG1 (o / organization
            :name (n / name
                     :op1 ""Greitens"")))",0.6687003131235194,The accusatory souls of Greitens include the possibility of dreaming of a photographic session.
746,817,"(b / break-18
   :ARG4 (s1 / soul-01
             :ARG2-of (i / include-01
                         :ARG2 (p2 / possible-01
                                   :ARG1 (d / dream-01
                                            :ARG1 (s / session
                                                     :mod (p3 / photograph-01)))))
             :ARG2-of (a1 / accuse-01))
   :ARG4 (o / organization
            :name (n / name
                     :op1 ""Greitens"")))",1.0,"The accusation breaks the soul of the Grauens, including the possibility of dreaming of a photographic session."
747,818,"(c / criminate-01
   :ARG4 (m / mortal-01
            :ARG4-of (b1 / breakage-01
                         :ARG2 (o / organization
                                  :name (n / name
                                           :op1 ""Greitens"")))
            :ARG0-of (a1 / admit-01
                         :ARG2 (p2 / possible-01
                                   :ARG4 (d / dream-01
                                            :ARG1 (s / session
                                                     :mod (p3 / photograph-01)))))))",0.888960273227615,A Kreitens breakage mortal who admitted to a dream of a photo session was criminated.
748,819,"(b1 / breakage-01
    :ARG0 (m / mortal-01
             :ARG4-of (a1 / admit-01
                          :ARG0 (p2 / possible-01
                                    :ARG4 (d / dream-01
                                             :ARG1 (s / session
                                                      :mod (p3 / photograph-01)))))
             :ARG4-of (c / criminate-01))
    :ARG2 (o / organization
             :name (n / name
                      :op1 ""Greitens"")))",0.8240108852157645,Greitens is the victim of a criminally criminated mortal whose admission that a photographic session could be a dream come true.
749,820,"(i / include-01
   :ARG0 (m1 / mortal-01
             :ARG1-of (i1 / impeach-01)
             :ARG2-of (b / break-01
                         :ARG1 (a / arrangement-01
                                  :name (n / name
                                           :op1 ""Greitens""))))
   :ARG2 (p2 / possible-01
             :ARG4 (d / dream-01
                      :ARG1 (s / session
                               :mod (p3 / photograph-01)))))",0.4641303996879154,The impeached mortal who broke the Greitens arrangement included a dream photographic session.
750,821,"(a1 / admit-01
    :ARG1 (m / mortal-01
             :ARG2-of (c / criminate-01)
             :ARG2-of (b1 / breakage-01
                          :ARG2 (o / organization
                                   :name (n / name
                                            :op1 ""Greitens""))))
    :ARG2 (p2 / possible-01
              :ARG4 (d / dream-01
                       :ARG1 (s / session
                                :mod (p3 / photograph-01)))))",0.9658285256870232,The criminal mortality of the Greitens breakage is admitted as a dream of a photographic session.
751,822,"(k1 / keep-01
    :ARG2 (k2 / kid
              :mod (c / country
                      :name (n2 / name
                                :op1 ""Mexico""))
              :ARG1-of (l / legal-02
                          :polarity -))
    :location (c2 / camp
                  :mod (d / detain-01))
    :purpose (e / experiment-01
                :ARG3 (g / government-organization
                         :ARG1-of (a1 / administrate-01)
                         :mod (p1 / person-01
                                  :name (n / name
                                           :op1 ""Obama""))))
    :ARG1 g)",0.7345940101271645,The illegal Mexican kids were kept in detention camps as an experiment by the Obama administration.
752,823,"(k1 / keep-01
    :ARG0 (k2 / kid
              :mod (c / country
                      :name (n2 / name
                                :op1 ""Mexico""))
              :ARG1-of (l / legal-02
                          :polarity -))
    :location (c2 / camp
                  :mod (d / detain-01))
    :purpose (e / experiment-01
                :ARG0 (g / government-organization
                         :ARG0-of (a1 / administrate-01)
                         :mod (p1 / person-01
                                  :name (n / name
                                           :op1 ""Obama""))))
    :ARG0 g)",0.7741217884027941,illegal Mexican kids were kept in detention camps as an experiment by the Obama administration.
753,824,"(h / hold_back-01
   :ARG1 (g / government-organization
            :ARG1-of (a / allot-01)
            :mod (s / someone-01
                    :name (n / name
                             :op1 ""Obama"")))
   :ARG1 (k / kid-01
            :mod (c / country
                    :name (n2 / name
                              :op1 ""Mexico""))
            :ARG1-of (l / legal-02
                        :polarity -))
   :location (c2 / camp
                 :mod (d / detain-01))
   :purpose (e / experiment-01
               :ARG0 g))",0.5034869539450846,Obama's allotment held back illegal Mexican kiddies in detention camps for experimentation.
754,825,"(a1 / administer-01
    :ARG1 (g / government-organization
             :mod (p1 / person-01
                      :name (n / name
                               :op1 ""Obama""))
             :ARG0-of (e / experiment-01)
             :ARG0-of (h / hold_back-01
                         :ARG1 (k2 / kid
                                   :mod (c / country
                                           :name (n2 / name
                                                     :op1 ""Mexico""))
                                   :ARG1-of (l / legal-02
                                               :polarity -))
                         :location (c2 / camp
                                       :mod (d / detain-01))
                         :purpose e)))",0.946321317297748,Obama administration is an experimentation government that holds back illegal Mexican kids in detention camps for experimentation.
756,827,"(s / shell_out-01
   :ARG1 (g / government-organization
            :mod (p / person-01
                    :name (n / name
                             :op1 ""Obama""))
            :ARG0-of (e / experiment-01)
            :ARG1-of (h / hold_back-01
                        :ARG1 (n1 / nestling-01
                                  :mod (c / country
                                          :name (n2 / name
                                                    :op1 ""Mexico""))
                                  :ARG1-of (l / legal-02
                                              :polarity -))
                        :location (c2 / camp
                                      :mod (d / detain-01))
                        :purpose e)))",0.7373590296687916,Obama's experimentation shelled out holding back illegal Mexican nestlings in detention camps for experimentation.
757,828,"(h / hold_back-01
   :ARG1 (g / government-organization
            :ARG1-of (d1 / dispense-01)
            :mod (s / somebody-01
                    :name (n / name
                             :op1 ""Obama"")))
   :ARG1 (c1 / chaff-01
             :mod (c / country
                     :name (n2 / name
                               :op1 ""Mexico""))
             :ARG1-of (l / legal-02
                         :polarity -))
   :location (c2 / camp
                 :mod (d / detain-01))
   :purpose (e / experiment-01
               :ARG0 g))",0.5034869539450846,Obama's dispense government held illegal Mexican chaff back in detention camps for experiments.
